stone_id,name,runic,transliteration,translation,page_url,image_url,image_filename
Sö 250,"Sö 250 - Södermanland: Jursta, Ösmo",,kyna : raisti : stain : þina × aftiR : sagsa : sun : hlftahaR :,"Gynna reste denna sten efter Saxe, Halvdans son",https://www.christerhamp.se/runor/gamla/so/so250.html,https://www.christerhamp.se/runor/gamla/so/so250s.jpg,0722_Sö_250_Sö_250___Södermanland__Jursta__Ösmo.jpg
Sö 251,"Sö 251 - Södermanland: Klastorp, Ösmo",,÷ tisilfR × auk × ika × letu × raisa × st--n × þina × eftiR × sloþa × faþur × sin,"Disälv och Inga lät resa denna sten efter Slode, sin fader.",https://www.christerhamp.se/runor/gamla/so/so251.html,https://www.christerhamp.se/runor/gamla/so/so251s.jpg,0723_Sö_251_Sö_251___Södermanland__Klastorp__Ösmo.jpg
Sö 252,"Sö 252 - Södermanland: Säby, Ösmo",,× u... ... ... ... ...(i)sa × au(k) [×] raisa × stain × iftiR × toka × broþur × sin * ku +,"... lät göra denna bro och resa stenen efter Toke, sin gode broder",https://www.christerhamp.se/runor/gamla/so/so252.html,https://www.christerhamp.se/runor/gamla/so/so252s.jpg,0724_Sö_252_Sö_252___Södermanland__Säby__Ösmo.jpg
Sö 254,"Sö 254 - Södermanland: Vansta, Ösmo",,* suan : auk stain : raistu * stain : at * tos(t)a : faþur : sin : is uarþ : tauþr * i liþi : ikuars : au(k) at * þo(r)stain : auk kt : aystain : alhiltar * s--,"Sven och Sten reste stenen efter Toste, sin fader, som dog i Ingvars följe, och efter Torsten och efter Östen, Alvhilds son.",https://www.christerhamp.se/runor/gamla/so/so254.html,https://www.christerhamp.se/runor/gamla/so/so254s.jpg,0725_Sö_254_Sö_254___Södermanland__Vansta__Ösmo.jpg
"Sö 255- Södermanland: Vidby, Ösmo","Sö 255- Södermanland: Vidby, Ösmo",,× ubi × li- × hakua × merki : þisa : iftiR : aibiarn * broþur : sin : kuþ : hilbi ×,"Ubbe lät hugga dess minnesmärken efter Ebjörn, sin broder. Gud hjälpe!",https://www.christerhamp.se/runor/gamla/so/so255.html,https://www.christerhamp.se/runor/gamla/so/so255s.jpg,0726_Sö_255__Södermanland__Vidby__Ösmo_Sö_255__Södermanland__Vidb.jpg
Sö 256,"Sö 256 - Södermanland: Älby, Ösmo",,+ suarthaufþi + ak + uifari + auk + uibiaurn + auk + onutr + r(a)(i)stu + stain + þina +  faruki + faþr + sina,"Svarthövde och Vidfare och Vibjörn och Anund reste denna sten [efter] faruki, sin fader.",https://www.christerhamp.se/runor/gamla/so/so256.html,https://www.christerhamp.se/runor/gamla/so/so256s.jpg,0727_Sö_256_Sö_256___Södermanland__Älby__Ösmo.jpg
Sö 258,"Sö 258 - Södermanland: Älby, Ösmo",,× firþkari : rasi : stan : þinsi : iftR : k(u)(i)(b)an : suni : sinum ᛫,"Färd-Kåre reste denna sten efter Gudbjörn(?), åt sin son.",https://www.christerhamp.se/runor/gamla/so/so258.html,https://www.christerhamp.se/runor/gamla/so/so258s.jpg,0728_Sö_258_Sö_258___Södermanland__Älby__Ösmo.jpg
Sö 259,"Sö 259 - Södermanland: Alby, Österhaninge",,...kar : (l)... ... bruþru : [...þa...],... broder ...,https://www.christerhamp.se/runor/gamla/so/so259.html,https://www.christerhamp.se/runor/gamla/so/so259.jpg,0729_Sö_259_Sö_259___Södermanland__Alby__Österhaninge.jpg
Sö 260,"Sö 260 - Södermanland: Södra Betby, Österhaninge",,... ... ...a : stin : eftiR : ierunt : sun : sia : aR * uaR : uestþr : meþ ulfi : suni * hakunar *,"... sten efter Jerund, sin son, som var västerut med Ulv, Håkons son",https://www.christerhamp.se/runor/gamla/so/so260.html,https://www.christerhamp.se/runor/gamla/so/so260s.jpg,0730_Sö_260_Sö_260___Södermanland__Södra_Betby__Österhaninge.jpg
Sö 261,"Sö 261 - Södermanland: Södra Betby, Österhaninge",,-,-,https://www.christerhamp.se/runor/gamla/so/so261.html,https://www.christerhamp.se/runor/gamla/so/so261s.jpg,0731_Sö_261_Sö_261___Södermanland__Södra_Betby__Österhaninge.jpg
Sö 262,"Sö 262 - Södermanland: Blista, Österhaninge",× ᛋᚢᛅᛁᚾ × ᛚᛁᛏ × ᚱᛁᛋᛅ × ᛋᛏᛁᚾ ... ᚠᛅᚦᚢᚱ × ᛋᛁᚾ × ᚴᚢᚦᛅᚾ × ᛅᚢᚴ × ᛁᚠᛏᛁᛦ × ᚴᚢᚦᚠᛅᚱ ᛫,× suain × lit × risa × stin ... ... faþur × sin × kuþan × auk × iftiR × kuþfar •,Sven lät resa stenen ... sin gode fader och efter Gudvar,https://www.christerhamp.se/runor/gamla/so/so262.html,https://www.christerhamp.se/runor/gamla/so/so262s.jpg,0732_Sö_262_Sö_262___Södermanland__Blista__Österhaninge.jpg
Sö 264,"Sö 264 - Södermanland: Hässlingby, Österhaninge",,rt : ¶ ii ÷ ¶ f : ¶ aþ :,-,https://www.christerhamp.se/runor/gamla/so/so264.html,https://www.christerhamp.se/runor/gamla/so/so264s.jpg,0733_Sö_264_Sö_264___Södermanland__Hässlingby__Österhaninge.jpg
Sö 265,"Sö 265 - Södermanland: Högsta, Österhaninge",,ka-i · raisti · stain : at : osur : sun : sin : auk : at : ulf,"[Gåse] reste stenen efter Assur, sin son, och efter Ulv",https://www.christerhamp.se/runor/gamla/so/so265.html,https://www.christerhamp.se/runor/gamla/so/so265s.jpg,0734_Sö_265_Sö_265___Södermanland__Högsta__Österhaninge.jpg
Sö 266,"Sö 266 - Södermanland: Sanda, Österhaninge",,+ iaurun : lit : raisa : stain : at • ontuit : sun : sin : auk • at • onunt•ar + osbiarn,"Jorun lät resa stenen efter Andvätt, sin son, och [efter] Anunds. Asbjörn",https://www.christerhamp.se/runor/gamla/so/so266.html,https://www.christerhamp.se/runor/gamla/so/so266s.jpg,0735_Sö_266_Sö_266___Södermanland__Sanda__Österhaninge.jpg
Sö 268,"Sö 268 - Södermanland: Söderby, Österhaninge",,+ hialmuiþr + raisti + stain + at * þorkut + sun sn + amuti + risti + runar +,"Hjälmvid reste stenen efter Torgöt, sin son. Amunde ristade runorna.",https://www.christerhamp.se/runor/gamla/so/so268.html,https://www.christerhamp.se/runor/gamla/so/so268s.jpg,0736_Sö_268_Sö_268___Södermanland__Söderby__Österhaninge.jpg
Sö 269,"Sö 269 - Södermanland: Söderby malm, Österhaninge",,+ out[r] ... ...[ut]r + raiistu + -[t](i)n + þina + at + uikika + faþur + s[in] sun stura +,"Önund ... -und reste denna sten efter efter Viking, deras fader, Stores son",https://www.christerhamp.se/runor/gamla/so/so269.html,https://www.christerhamp.se/runor/gamla/so/so269s.jpg,0737_Sö_269_Sö_269___Södermanland__Söderby_malm__Österhaninge.jpg
Sö 270,"Sö 270 - Södermanland: Tyresta, Österhaninge",,far(e)biarn : lit : hagua : stain : et : haulf : sun • si- : hal(t)an : hiak : runa,"Farbjörn lät hugga stenen efter Håulv, sin son. Halvdan högg runorna.",https://www.christerhamp.se/runor/gamla/so/so270.html,https://www.christerhamp.se/runor/gamla/so/so270s.jpg,0738_Sö_270_Sö_270___Södermanland__Tyresta__Österhaninge.jpg
Sö 272,"Sö 272 - Södermanland: Upp-Norrby, Österhaninge",,•• þurfa(s)tr • let • rai-- • s-aen • þena • aftiR • halftan • suna • s-n ••,"Torfast lät resa denna sten efter Halvdan, sin son",https://www.christerhamp.se/runor/gamla/so/so272.html,https://www.christerhamp.se/runor/gamla/so/so272s.jpg,0739_Sö_272_Sö_272___Södermanland__Upp_Norrby__Österhaninge.jpg
Sö 273,"Sö 273 - Södermanland: Valsta, Österhaninge",,+ sikni(u)- + raisti + stai- -t + siR=uþr + faþur sin + siba --(o)þur,"Signjut reste stenen efter Sigröd, sin fader, Sibbes broder",https://www.christerhamp.se/runor/gamla/so/so273.html,https://www.christerhamp.se/runor/gamla/so/so273s.jpg,0740_Sö_273_Sö_273___Södermanland__Valsta__Österhaninge.jpg
Sö 274,Sö 274 - Södermanland: Södersluss,,+ karl [+] au[k +] oþ[is]la + litu + rai(s)... ... ... + aurnisl + faþur + -...,"Karl och Adisla lät resa [denna sten efter] Arnisl, [sin] fader",https://www.christerhamp.se/runor/gamla/so/so274.html,https://www.christerhamp.se/runor/gamla/so/so274s.jpg,0741_Sö_274_Sö_274___Södermanland__Södersluss.jpg
Sö 275,Sö 275 - Södermanland: Strängnäs domkyrka,,... ...na * bist * mat-- (h)i * a[imi * uar],... han var den gästfriaste av alla män i världen ...,https://www.christerhamp.se/runor/gamla/so/so275.html,https://www.christerhamp.se/runor/gamla/so/so275s.jpg,0742_Sö_275_Sö_275___Södermanland__Strängnäs_domkyrka.jpg
Sö 276,Sö 276 - Södermanland: Strängnäs domkyrka,,sihuiþr : auk : suain : auk : uihielbr : auk : kyla : þaun : litu : raisa : stain : eftiR * olaif,Sigvid och Sven och Vilhjälm och Gylla de lät resa stenen efter Olev,https://www.christerhamp.se/runor/gamla/so/so276.html,https://www.christerhamp.se/runor/gamla/so/so276s.jpg,0743_Sö_276_Sö_276___Södermanland__Strängnäs_domkyrka.jpg
Sö 277,Sö 277 - Södermanland: Strängnäs domkyrka,,u--r : auk : inki:burk : (l)itu : ra... ... ...- : ...a at * uerþr * iki : inkuars : ma... ...,... och Ingeborg lät resa ... blir icke någon av Ingvars män,https://www.christerhamp.se/runor/gamla/so/so277.html,https://www.christerhamp.se/runor/gamla/so/so277s.jpg,0744_Sö_277_Sö_277___Södermanland__Strängnäs_domkyrka.jpg
Sö 278,Sö 278 - Södermanland: Strängnäs domkyrka,,k(u)nbiurn lit raisa : st... ... ... þ[ana]imuntiR :,Gunnbjörn lät resa stenen ... son till Emund [?] ...,https://www.christerhamp.se/runor/gamla/so/so278.html,https://www.christerhamp.se/runor/gamla/so/so278s.jpg,0745_Sö_278_Sö_278___Södermanland__Strängnäs_domkyrka.jpg
Sö 278,Sö 278 - Södermanland: Strängnäs domkyrka,,ai... ... ...(u)a : --(a)- ... ...uni ÷ aimunt... ... sunarla : a : se(r)kl...,E ... hugga stenen ... Emunds söner ... söderut i Särkland,https://www.christerhamp.se/runor/gamla/so/so279.html,https://www.christerhamp.se/runor/gamla/so/so279.jpg,0746_Sö_278_Sö_278___Södermanland__Strängnäs_domkyrka.jpg
Sö 280,Sö 280 - Södermanland: Strängnäs domkyrka,,...nbiur * auk þau * ut---uk * (m)uþkni * litu * aukua * sti(n) * þna * iftiR * ulfrik * auk * þa * þ--a * faþka auk * -au(a) * sun * utrlaukar,"...björn och Underlög, moder och son, lät hugga denna sten efter Ulvrik och ... fader och son, och efter ... Underlögs son",https://www.christerhamp.se/runor/gamla/so/so280.html,https://www.christerhamp.se/runor/gamla/so/so280s.jpg,0747_Sö_280_Sö_280___Södermanland__Strängnäs_domkyrka.jpg
Sö 281,Sö 281 - Södermanland: Strängnäs domkyrka,,...(a)lui : lit * kira : kubl : ifti... ... burþur : ulfs * þiR * a(u)... ... (m)iþ * ikuari : o : sirk*la(t),... lät göra minnesmärket efter ... Ulvs broder. De ... österut ... med Ingvar i Särkland,https://www.christerhamp.se/runor/gamla/so/so281.html,https://www.christerhamp.se/runor/gamla/so/so281s.jpg,0748_Sö_281_Sö_281___Södermanland__Strängnäs_domkyrka.jpg
Sö 282,Sö 282 - Södermanland: Botkyrka kyrka,,uifastr × auk × hauk- × raist- stain × eftiR × naus × fa... ... ... ... ...(u)aka × broþur × þaiRa,Vifast och Hök reste stenen efter deras fader ... deras broder,https://www.christerhamp.se/runor/gamla/so/so282.html,https://www.christerhamp.se/runor/gamla/so/so282s.jpg,0749_Sö_282_Sö_282___Södermanland__Botkyrka_kyrka.jpg
Sö 283,Sö 283 - Södermanland: Botkyrka kyrka,,... ...k tufi : þaiR lit:u rais[a : stain : þinsa : ftiR : ka-...],... Tove lät resa denna sten efter ...,https://www.christerhamp.se/runor/gamla/so/so283.html,https://www.christerhamp.se/runor/gamla/so/so283s.jpg,0750_Sö_283_Sö_283___Södermanland__Botkyrka_kyrka.jpg
Sö 284,Sö 284 - Södermanland: Botkyrka kyrka,,...(u)na + bruþu : ---...,... broder ...,https://www.christerhamp.se/runor/gamla/so/so284.html,https://www.christerhamp.se/runor/gamla/so/so284s.jpg,0751_Sö_284_Sö_284___Södermanland__Botkyrka_kyrka.jpg
Sö 285,Sö 285 - Södermanland: Botkyrka kyrka,,× uikautrr * auk * --fun- * risþu * sten * i... ... ... ...ni * sina *,Vegöt och ... reste stenen efter ... sina söner,https://www.christerhamp.se/runor/gamla/so/so285.html,https://www.christerhamp.se/runor/gamla/so/so285s.jpg,0752_Sö_285_Sö_285___Södermanland__Botkyrka_kyrka.jpg
Sö 286,Sö 286 - Södermanland: Botkyrka kyrka,,"+ {QI * LEGET * ET * NESCIT * VIR * NOBILIS * HIC * REQIESCIT *÷* SIT MVNDVS * SORDE * BIORN : DICTV XPE PRE[C]OR TE} ÷
[k]ar[l +] (k)[æ](r)(þ)(i) ÷ stin + i(f)[(t)]iR + biorn + fren[t]a + sæn + su[en]s + sun + -k + [be](n)k(f)ri[þa +] i ha[im]a[rbu] +
---(u)bu (+) hans + ha(r) + [lik](r) [+] han + yn(t)i + s[t]eni + þei[m]i + bank(f)riþi a[t] (+) [k]a(r)-h----[r + su]n sin +","Den som läser och är okunnig [ må veta att ] en ädel man vilar här. Jag beder dig, Kristus, att du må säga: ""Han, Björn, må vara ren från [ syndens ] orenhet"" Karl gjorde stenen efter Björn, sin frände, Svens  och Bänkfrids son i Hammarby, ... hans. Här ligger han under denna sten. Bänkfrid efter ... sin son.",https://www.christerhamp.se/runor/gamla/so/so286.html,https://www.christerhamp.se/runor/gamla/so/so286s.jpg,0753_Sö_286_Sö_286___Södermanland__Botkyrka_kyrka.jpg
Sö 288,"Sö 288 - Södermanland: Hågelby, Botkyrka",,sibi auk · iurun auk · þurkun · auk inkikirþr · þau : sustkyn ---(u) raisa · stain · þinsa · ibtiR · tia faþur sin auk| |kuþ(m)uþ · at bunta sin kuþ hialbi sial hans ·,"Sibbe och Jorun och Torgunn och Ingegärd, de syskonen läto resa denna sten efter Tjarve (?),sin fader, och Gudmod efter sin make. Gud hjälpe hans själ.",https://www.christerhamp.se/runor/gamla/so/so288.html,https://www.christerhamp.se/runor/gamla/so/so288s.jpg,0754_Sö_288_Sö_288___Södermanland__Hågelby__Botkyrka.jpg
Sö 289,"Sö 289 - Södermanland: Spåntorp, Hamra, Botkyrka",,biurn · auk · hu... (r)i^s(þ)(u) s(t)(n) þ--a i(f)tiR kil(b)--... ...ur · -in kuþ h--l... ...u,"Björn och Holm- reste denna sten efter Kättilbjörn[?], sin fader. Gud hjälpe själen.",https://www.christerhamp.se/runor/gamla/so/so289.html,https://www.christerhamp.se/runor/gamla/so/so289s.jpg,0755_Sö_289_Sö_289___Södermanland__Spåntorp__Hamra__Botkyrka.jpg
Sö 290,Sö 290 - Södermanland: Farsta gård,,+ þuriR + auk + suaen + litu + raisa + stain + at + uinut + baurþur + sen + sun * hlku *,"Tore och Sven lät resa stenen efter Vinjut sin broder, Helgas son",https://www.christerhamp.se/runor/gamla/so/so290.html,https://www.christerhamp.se/runor/gamla/so/so290s.jpg,0756_Sö_290_Sö_290___Södermanland__Farsta_gård.jpg
Sö 291,Sö 291 - Södermanland: Grödinge kyrka,,-a(r)-lfr/(þ)(o)(r)-lfr auk · ulfr : auk : sikstin : auk ...ar : þair : ristu : sain : þinsa : iftir : ualt faþur sin,"Farulv och Ulv och Sigsten och Gunnar, de reste denna sten efter Roald, sin fader",https://www.christerhamp.se/runor/gamla/so/so291.html,https://www.christerhamp.se/runor/gamla/so/so291s.jpg,0757_Sö_291_Sö_291___Södermanland__Grödinge_kyrka.jpg
Sö 293,"Sö 293 - Södermanland: Eldtomta, Grödinge socken",,[auintr : auk : kerþar : auk : iki](a)ltr · auk · ti[þkumi : auk : sikraif · þaiR : raistu : stain : þin]sa : at · tu[li : faþur : sin],"Öjvind och Gärdar och Ingjald och Tidkume och Sigrev, de reste denna sten efter Tole, sin fader",https://www.christerhamp.se/runor/gamla/so/so293.html,https://www.christerhamp.se/runor/gamla/so/so293s.jpg,0758_Sö_293_Sö_293___Södermanland__Eldtomta__Grödinge_socken.jpg
Sö 296,"Sö 296 - Södermanand: Skälby, Grödinge",,× oskautrR : raisti : stain : þinsi : aftiR · airnfast : mu...[uþur sin : sun · kuþi(k)]s : uk · aftiR : ulafu kunu : sina : kairþi : oskutr : kuml : þausi +,"Åsgöt reste denna sten efter Ärnfast, sin morbror, Gydings son, och efter Olov, sin hustru, gjorde Åsgöt detta minnesmärke",https://www.christerhamp.se/runor/gamla/so/so296.html,https://www.christerhamp.se/runor/gamla/so/so296s.jpg,0759_Sö_296_Sö_296___Södermanand__Skälby__Grödinge.jpg
Sö 299,Sö 299 - Södermanland: Huddinge kyrka,,onunr : uk þurfa... ... ... ...-r sino : þaiR kirþu bru,Anund och Torfast [lät resa stenen efter] ... sin moder. De gjorde bro.,https://www.christerhamp.se/runor/gamla/so/so299.html,https://www.christerhamp.se/runor/gamla/so/so299s.jpg,0760_Sö_299_Sö_299___Södermanland__Huddinge_kyrka.jpg
Sö 300,"Sö 300 - Södermanland: Glömsta, Huddinge socken",,suerkiR : lit : boro : kiera : eftiR * erinkuni * moþur koþa,Sverker lät göra bron efter Ärengunn [sin] goda moder,https://www.christerhamp.se/runor/gamla/so/so300.html,https://www.christerhamp.se/runor/gamla/so/so300s.jpg,0761_Sö_300_Sö_300___Södermanland__Glömsta__Huddinge_socken.jpg
Sö 301,"Sö 301 - Södermanland: Ågesta bro, Huddinge socken",,** þuri[R : auk] ...(u)i... ... [: s]taean ...f-- : o...-a : faþr ... **,Tore och ... sten ... fader,https://www.christerhamp.se/runor/gamla/so/so301.html,https://www.christerhamp.se/runor/gamla/so/so301s.jpg,0762_Sö_301_Sö_301___Södermanland__Ågesta_bro__Huddinge_socken.jpg
Sö 302,"Sö 302 - Södermanland: Bergaholm, Salem",,a:ustain ᛫ lit ᛫ raisa ᛫ stain ᛫ at ᛫ þurkirþi ᛫ sistur ᛫ sina ᛫ hilbiarn at ᛫ moþur ᛫ sina,"Östen lät resa stenen Torgärd, sin syster, Hallbjörn efter sin moder",https://www.christerhamp.se/runor/gamla/so/so302.html,https://www.christerhamp.se/runor/gamla/so/so302s.jpg,0763_Sö_302_Sö_302___Södermanland__Bergaholm__Salem.jpg
Sö 303,"Sö 303 - Södermanland: Bornö, Salem",,kuþlauh : -et raisa ... ...(i)R : þurhaR : uk frusta : su(n)... (s)ino : uk ainiutr : at : stiub sin,"Gudlög lät resa stenen efter Torger och Fröste, sina söner, och Enjut efter sin styvson",https://www.christerhamp.se/runor/gamla/so/so303.html,https://www.christerhamp.se/runor/gamla/so/so303s.jpg,0764_Sö_303_Sö_303___Södermanland__Bornö__Salem.jpg
Sö 304,"Sö 304 - Södermanland: Oxelby, Salem",,× kuti ×× lit × raisa + [st]ain + þinsa × eftiR + urukiu + sun + sin +,"Gute lät resa denna sten efter Orökja, sin son",https://www.christerhamp.se/runor/gamla/so/so304.html,https://www.christerhamp.se/runor/gamla/so/so304s.jpg,0765_Sö_304_Sö_304___Södermanland__Oxelby__Salem.jpg
Sö 305,"Sö 305 - Södermanland: Tumba, Botkyrka",,× sibi auk × tiarui × litu × raisa stain × þinsa × iftiR × þorkil × faþur sin,"Sibbe och Tjarve lät resa denna sten efter Torkel, sin fader",https://www.christerhamp.se/runor/gamla/so/so305.html,https://www.christerhamp.se/runor/gamla/so/so305s.jpg,0766_Sö_305_Sö_305___Södermanland__Tumba__Botkyrka.jpg
Sö 306,"Sö 306 - Södermanland: Söderby krog, Salem",,...[rn :] auk · fasti : raist^u st[a]in ·· at · k(i)(l)beaurn : faþ(u)r : si(n) : [buata : þo]r[·kiai]rþ[i ··],"Björn och Faste reste stenen efter Kättilbjörn, sin fader, Torgärds make",https://www.christerhamp.se/runor/gamla/so/so306.html,https://www.christerhamp.se/runor/gamla/so/so306s.jpg,0767_Sö_306_Sö_306___Södermanland__Söderby_krog__Salem.jpg
Sö 307,"Sö 307 - Södermanland: Igelsta kvarn, Södertälje",,ul(f)hiþin * auk : au... ... ...aiR : raistu : stai(n) : þinsa : at : þurstin : faþur : sin :,"Ulvheden och Gunnar de reste denna sten efter Torsten, sin fader.",https://www.christerhamp.se/runor/gamla/so/so307.html,https://www.christerhamp.se/runor/gamla/so/so307s.jpg,0768_Sö_307_Sö_307___Södermanland__Igelsta_kvarn__Södertälje.jpg
Sö 308,"Sö 308 - Södermanland: Järnavägen, Södertälje",,hulmfastr ' roþelfr ' ---u ' [ri]sta ' run[a] ' a- ... ... (i)kifast ' suni : sina ['] -iR ua(R)u * hua=str * i(n) * ybir risti,Holmfast [och] Rodälv de ristade runorna efter ... Ingefast sina söner som hade varit västerut. Men Öpir ristade.,https://www.christerhamp.se/runor/gamla/so/so308.html,https://www.christerhamp.se/runor/gamla/so/so308s.jpg,0769_Sö_308_Sö_308___Södermanland__Järnavägen__Södertälje.jpg
Sö 309,Sö 309 - Södermanland: Södertälje kyrkogård,,... ...(n) + þis^a + iftiR + bleik + ... ...- · a- · --...,... denna sten efter Blek ...,https://www.christerhamp.se/runor/gamla/so/so309.html,https://www.christerhamp.se/runor/gamla/so/so309s.jpg,0770_Sö_309_Sö_309___Södermanland__Södertälje_kyrkogård.jpg
Sö 311,"Sö 311 - Södermanland: Holmfastvägen, Södertälje",,hulfastr + lit + braut + ruþia + aftR + ik----(þ)i + mu(þ)-r + sina + ku-- + -r-a... + sina +,Holmfast lät röja väg efter Ingegerd [?] sin goda moder ...,https://www.christerhamp.se/runor/gamla/so/so311.html,https://www.christerhamp.se/runor/gamla/so/so311s.jpg,0771_Sö_311_Sö_311___Södermanland__Holmfastvägen__Södertälje.jpg
Sö 312,"Sö 312 - Södermanland: Holmfastvägen, Södertälje",,hulfastr lit × braut × ryþia × auk × bro kiara iftiR gam-- × faþur × sin × sum × byki| |i : nesby × kuþ × hialbi ant hans aystain,"Holmfast lät röja väg och göra bro efter Gamal, sin fader, som bodde i Näsby. Gud hjälpe hans ande. Östen [ristade].",https://www.christerhamp.se/runor/gamla/so/so312.html,https://www.christerhamp.se/runor/gamla/so/so312s.jpg,0772_Sö_312_Sö_312___Södermanland__Holmfastvägen__Södertälje.jpg
Sö 313,"Sö 313 - Södermanland: Holmfastvägen, Södertälje",,-,-,https://www.christerhamp.se/runor/gamla/so/so313.html,https://www.christerhamp.se/runor/gamla/so/so313s.jpg,0773_Sö_313_Sö_313___Södermanland__Holmfastvägen__Södertälje.jpg
Sö 314,Sö 314 - Södermanland: Torshälla kyrka,,... : raisa : ¶ : at : kakr : boana : nytan,"... resa [stenen] efter Gagarr, sin duglige make",https://www.christerhamp.se/runor/gamla/so/so314.html,https://www.christerhamp.se/runor/gamla/so/so314s.jpg,0774_Sö_314_Sö_314___Södermanland__Torshälla_kyrka.jpg
Sö 321,"Sö 321 - Södermanland: Kråktorp, Fogdö",,(u)fik(R) : auk --...rn · l--u · ris- · ... ... ... --- · an · hafþi · til · kart,Ofeg och .. lät resa ... än han hade förtjänat,https://www.christerhamp.se/runor/gamla/so/so321.html,https://www.christerhamp.se/runor/gamla/so/so321s.jpg,0775_Sö_321_Sö_321___Södermanland__Kråktorp__Fogdö.jpg
Sö 322,"Sö 322 - Södermanland: Stora Väsby, Fogdö",,-,-,https://www.christerhamp.se/runor/gamla/so/so322.html,https://www.christerhamp.se/runor/gamla/so/so322s.jpg,0776_Sö_322_Sö_322___Södermanland__Stora_Väsby__Fogdö.jpg
Sö 324,"Sö 324 - Södermanland: Åsby, Helgarö",,: umal * auk : hlr(a)Rnla : rais(t)e : stain (þ)ans : at aur(m)R usa : fauþra : stuol : auk : kul : rbkas tin hs=bt : abka : sin :,... reste denna sten efter ... fader ...,https://www.christerhamp.se/runor/gamla/so/so324.html,https://www.christerhamp.se/runor/gamla/so/so324s.jpg,0777_Sö_324_Sö_324___Södermanland__Åsby__Helgarö.jpg
Sö 325,Sö 325 - Södermanland: Härads kyrka,,: kaubi * resti : stin : eftiR :* su(i)ni : faþur : sin :,"Köpe reste stenen after Svene, sin fader",https://www.christerhamp.se/runor/gamla/so/so325.html,https://www.christerhamp.se/runor/gamla/so/so325s.jpg,0778_Sö_325_Sö_325___Södermanland__Härads_kyrka.jpg
Sö 327,"Sö 327 - Södermanland: Göksten (Näsbyholm), Härad",,... (i)uraRi : kaum : isaio : raisti : stai : ain : þansi : at : : þuaR : fauþr : sloþn : kbrat : sin faþu... ul(i) * hano : msi +,"Roar, Gumes son, reste denna sten efter Audar, Slodes fader och efter sin fader. Guld han i semgallernas land skiftade",https://www.christerhamp.se/runor/gamla/so/so327.html,https://www.christerhamp.se/runor/gamla/so/so327s.jpg,0779_Sö_327_Sö_327___Södermanland__Göksten__Näsbyholm__Härad.jpg
Sö 328,"Sö 328 - Södermanland: Tynäs, Strängnäs",,þurulfR × auk × untrlauh : þau : raistu × stina × þasi auk × bru × kia(r)(þ)(u) -(t) (k)u(þ)ui × faþur : sin buanta × asu ×,"Torulv och Underlög reste dessa stenar och gjorde bro efter Gudver, isn fader, Åsas make",https://www.christerhamp.se/runor/gamla/so/so328.html,https://www.christerhamp.se/runor/gamla/so/so328s.jpg,0780_Sö_328_Sö_328___Södermanland__Tynäs__Strängnäs.jpg
Sö 330,"Sö 330 - Södermanland: Bråtorp, Åker",,mudløg,Handfat,https://www.christerhamp.se/runor/gamla/so/so330.html,https://www.christerhamp.se/runor/gamla/so/so330s.jpg,0781_Sö_330_Sö_330___Södermanland__Bråtorp__Åker.jpg
Sö 331,"Sö 331 - Södermanland: Skämby, Åker",,biriR * auk * -(u)(l)ma * litu * kera * mari * þisa * at * hulma ** sun * sin * koþan * hulmnui * tutr sia * kuþ * hialbi * s(i)(l)u * þaiRa,"Birger och Holma lät göra dessa minnesmärken efter Holme, sin gode son, [och efter] Holmvi, sin dotter. Gud hjälpe deras själ!",https://www.christerhamp.se/runor/gamla/so/so331.html,https://www.christerhamp.se/runor/gamla/so/so331s.jpg,0782_Sö_331_Sö_331___Södermanland__Skämby__Åker.jpg
Sö 332,"Sö 332 - Södermanland: Skämby, Åker",,...-þb-urn * lit * kira * mirki * þ-si ...-... ...u-mlaug sun -in,"Gudbjörn lät göra dessa minnesmärken efter Holmlög, sin son",https://www.christerhamp.se/runor/gamla/so/so332.html,https://www.christerhamp.se/runor/gamla/so/so332s.jpg,0783_Sö_332_Sö_332___Södermanland__Skämby__Åker.jpg
Sö 333,Sö 333 - Södermanland: Ärja ödekyrka,,: amuit * rsti * sina * þina * yti * suna * sina * rnulfu * aku * hrenki bruþur * sena * uarþi * uti * terebina * i * kalmarna * sutuma * furu * afu * skani ×× eski * rsti * runa * þasi ×,"Amunde reste denna sten efter sin son Runulv och [efter] RIng, sin broder. [Han] blev dräpt ute i Kalmarkund, [då de] for från Skåne. Eskil ristade dessa runor",https://www.christerhamp.se/runor/gamla/so/so333.html,https://www.christerhamp.se/runor/gamla/so/so333s.jpg,0784_Sö_333_Sö_333___Södermanland__Ärja_ödekyrka.jpg
Sö 334,Sö 334 - Södermanland: Ärja ödekyrka,,...- : boanta : --- (k)oþan,... goda ... make,https://www.christerhamp.se/runor/gamla/so/so334.html,https://www.christerhamp.se/runor/gamla/so/so334.jpg,0785_Sö_334_Sö_334___Södermanland__Ärja_ödekyrka.jpg
