filename,translit,translit_raw,runic_approx,n_chars,source,split,had_word_divider,comment
5475_0_bia.png,bia,,,3,synth,train,False,
5475_2_bia.png,bia,,,3,synth,train,False,
5498_4_tainþin.png,tainþin,,,7,synth,train,False,
5638_2_lit.png,lit,,,3,synth,train,False,
5638_2_risa.png,risa,,,4,synth,train,False,
5638_2_stin.png,stin,,,4,synth,train,False,
5644_0_amuti-risti-runar.png,amuti risti runar,,,15,synth,train,True,
5644_0_amuti.png,amuti,,,5,synth,train,False,
5644_0_at.png,at,,,2,synth,train,False,
5644_0_ialmuiþr-raisti-stain.png,ialmuiþr raisti stain,,,19,synth,train,True,
5644_0_ialmuiþr.png,ialmuiþr,,,8,synth,train,False,
5644_0_raisti.png,raisti,,,6,synth,train,False,
5644_0_risti-runar.png,risti runar,,,10,synth,train,True,
5644_0_risti.png,risti,,,5,synth,train,False,
5644_0_runar.png,runar,,,5,synth,train,False,
5644_0_stain.png,stain,,,5,synth,train,False,
5644_0_sunsn.png,sunsn,,,5,synth,train,False,
5645_0_faþ.png,faþ,,,3,synth,train,False,
5645_0_þina.png,þina,,,4,synth,train,False,
5652_0_auk-suain.png,auk suain,,,8,synth,train,True,
5652_0_auk-uihielbr.png,auk uihielbr,,,11,synth,train,True,
5652_0_auk.png,auk,,,3,synth,train,False,
5652_0_kyla-þaun.png,kyla þaun,,,8,synth,train,True,
5652_0_kyla.png,kyla,,,4,synth,train,False,
5652_0_litu-raisa.png,litu raisa,,,9,synth,train,True,
5652_0_litu.png,litu,,,4,synth,train,False,
5652_0_raisa-stain.png,raisa stain,,,10,synth,train,True,
5652_0_raisa.png,raisa,,,5,synth,train,False,
5652_0_stain-eftiR.png,stain eftiR,,,10,synth,train,True,
5652_0_stain.png,stain,,,5,synth,train,False,
5652_0_suain-auk.png,suain auk,,,8,synth,train,True,
5652_0_suain.png,suain,,,5,synth,train,False,
5652_0_uihielbr.png,uihielbr,,,8,synth,train,False,
5652_0_þaun-litu.png,þaun litu,,,8,synth,train,True,
5652_0_þaun.png,þaun,,,4,synth,train,False,
5659_0_aiRlit-ur.png,aiRlit ur,,,8,synth,train,True,
5659_0_tuf.png,tuf,,,3,synth,train,False,
5660_0_uþu.png,uþu,,,3,synth,train,False,
5661_0_sten.png,sten,,,4,synth,train,False,
5666_0_auk.png,auk,,,3,synth,train,False,
5666_0_litu.png,litu,,,4,synth,train,False,
5666_0_raisa.png,raisa,,,5,synth,train,False,
5666_0_suaen.png,suaen,,,5,synth,train,False,
5666_0_tain.png,tain,,,4,synth,train,False,
5666_0_uinut.png,uinut,,,5,synth,train,False,
5666_0_þuriR.png,þuriR,,,5,synth,train,False,
5699_0_kuþon.png,kuþon,,,5,synth,train,False,
5699_0_risþi.png,risþi,,,5,synth,train,False,
5810_0_.urmar.png,.urmar,,,6,synth,train,False,
5810_0_eftiR-urmar.png,eftiR urmar,,,10,synth,train,True,
5810_0_eftiR.png,eftiR,,,5,synth,train,False,
5810_0_karþi-kuml-þusi-eftiR.png,karþi kuml þusi eftiR ,,,18,synth,train,True,
5810_0_karþi-kuml-þusi-eftiR-urmar.png,karþi kuml þusi eftiR urmar,,,23,synth,train,True,
5810_0_karþi-kuml-þusi.png,karþi kuml þusi,,,13,synth,train,True,
5810_0_karþi-kuml.png,karþi kuml,,,9,synth,train,True,
5810_0_karþi.png,karþi,,,5,synth,train,False,
5810_0_kuml-þusi-eftiR-urmar.png,kuml þusi eftiR urmar,,,18,synth,train,True,
5810_0_kuml-þusi-eftiR.png,kuml þusi eftiR,,,13,synth,train,True,
5810_0_kuml-þusi.png,kuml þusi,,,8,synth,train,True,
5810_0_kuml.png,kuml,,,4,synth,train,False,
5810_0_kuþmutr-karþi-kuml-þusi-eftiR-urmar-su.png,kuþmutr karþi kuml þusi eftiR urmar su,,,32,synth,train,True,
5810_0_kuþmutr-karþi-kuml-þusi-eftiR.png,kuþmutr karþi kuml þusi eftiR,,,25,synth,train,True,
5810_0_kuþmutr-karþi-kuml-þusi.png,kuþmutr karþi kuml þusi,,,20,synth,train,True,
5810_0_kuþmutr-karþi-kuml.png,kuþmutr karþi kuml,,,16,synth,train,True,
5810_0_kuþmutr-karþi.png,kuþmutr karþi,,,12,synth,train,True,
5810_0_kuþmutr.png,kuþmutr,,,7,synth,train,False,
5810_0_þusi-eftiR-urmar.png,þusi eftiR urmar ,,,14,synth,train,True,
5810_0_þusi-eftiR.png,þusi eftiR,,,9,synth,train,True,
5810_0_þusi.png,þusi,,,4,synth,train,False,
