filename,batch,idx,transliteration,runic,n_chars,source,split
syn_000009_ingwaR_ᛁᚾᚷᚹᚨᛉ.png,,9,ingwaR,ᛁᚾᚷᚹᚨᛉ,6,synth,train
syn_000009_lljgs_ᛚᛚᛃᚷᛊ.png,,9,lljgs,ᛚᛚᛃᚷᛊ,5,synth,train
syn_000010_htlþeït_ᚺᛏᛚᚦᛖᛇᛏ.png,,10,htlþeït,ᚺᛏᛚᚦᛖᛇᛏ,7,synth,train
syn_000010_jitdbapdi_ᛃᛁᛏᛞᛒᚨᛈᛞᛁ.png,,10,jitdbapdi,ᛃᛁᛏᛞᛒᚨᛈᛞᛁ,9,synth,train
syn_000010_tkpm_ᛏᚲᛈᛗ.png,,10,tkpm,ᛏᚲᛈᛗ,4,synth,train
syn_000011_alu_ᚨᛚᚢ.png,,11,alu,ᚨᛚᚢ,3,synth,test
syn_000011_hodgkiu_ᚺᛟᛞᚷᚲᛁᚢ.png,,11,hodgkiu,ᚺᛟᛞᚷᚲᛁᚢ,7,synth,train
syn_000011_ïmsuugw_ᛇᛗᛊᚢᚢᚷᚹ.png,,11,ïmsuugw,ᛇᛗᛊᚢᚢᚷᚹ,7,synth,train
syn_000012_fuþark_ᚠᚢᚦᚨᚱᚲ.png,,12,fuþark,ᚠᚢᚦᚨᚱᚲ,6,synth,train
syn_000012_fuþarkeun_ᚠᚢᚦᚨᚱᚲᛖᚢᚾ.png,,12,fuþarkeun,ᚠᚢᚦᚨᚱᚲᛖᚢᚾ,9,synth,train
syn_000012_ingwaR_ᛁᚾᚷᚹᚨᛉ.png,,12,ingwaR,ᛁᚾᚷᚹᚨᛉ,6,synth,train
syn_000013_rsReswl_ᚱᛊᛉᛖᛊᚹᛚ.png,,13,rsReswl,ᚱᛊᛉᛖᛊᚹᛚ,7,synth,train
syn_000013_þiþwk_ᚦᛁᚦᚹᚲ.png,,13,þiþwk,ᚦᛁᚦᚹᚲ,5,synth,train
syn_000014_laukáRþu_ᛚᚨᚢᚲᚨᛉᚦᚢ.png,,14,laukáRþu,ᛚᚨᚢᚲᚨᛉᚦᚢ,8,synth,train
syn_000015_bRujb_ᛒᛉᚢᛃᛒ.png,,15,bRujb,ᛒᛉᚢᛃᛒ,5,synth,train
syn_000015_egnjrkrm_ᛖᚷᚾᛃᚱᚲᚱᛗ.png,,15,egnjrkrm,ᛖᚷᚾᛃᚱᚲᚱᛗ,8,synth,train
syn_000015_hebs_ᚺᛖᛒᛊ.png,,15,hebs,ᚺᛖᛒᛊ,4,synth,train
syn_000016_fuþarkmji_ᚠᚢᚦᚨᚱᚲᛗᛃᛁ.png,,16,fuþarkmji,ᚠᚢᚦᚨᚱᚲᛗᛃᛁ,9,synth,train
syn_000016_laukáRmb_ᛚᚨᚢᚲᚨᛉᛗᛒ.png,,16,laukáRmb,ᛚᚨᚢᚲᚨᛉᛗᛒ,8,synth,train
syn_000016_oiRdr_ᛟᛁᛉᛞᚱ.png,,16,oiRdr,ᛟᛁᛉᛞᚱ,5,synth,train
syn_000017_fwkbïd_ᚠᚹᚲᛒᛇᛞ.png,,17,fwkbïd,ᚠᚹᚲᛒᛇᛞ,6,synth,train
syn_000017_kbRŋl_ᚲᛒᛉᛜᛚ.png,,17,kbRŋl,ᚲᛒᛉᛜᛚ,5,synth,train
syn_000017_poïRoee_ᛈᛟᛇᛉᛟᛖᛖ.png,,17,poïRoee,ᛈᛟᛇᛉᛟᛖᛖ,7,synth,train
syn_000018_fuþarkgk_ᚠᚢᚦᚨᚱᚲᚷᚲ.png,,18,fuþarkgk,ᚠᚢᚦᚨᚱᚲᚷᚲ,8,synth,train
syn_000018_kwŋ_ᚲᚹᛜ.png,,18,kwŋ,ᚲᚹᛜ,3,synth,train
syn_000018_sgasal_ᛊᚷᚨᛊᚨᛚ.png,,18,sgasal,ᛊᚷᚨᛊᚨᛚ,6,synth,train
syn_000019_fuþark_ᚠᚢᚦᚨᚱᚲ.png,,19,fuþark,ᚠᚢᚦᚨᚱᚲ,6,synth,train
syn_000019_þjŋŋþþwïm_ᚦᛃᛜᛜᚦᚦᚹᛇᛗ.png,,19,þjŋŋþþwïm,ᚦᛃᛜᛜᚦᚦᚹᛇᛗ,9,synth,train
syn_000019_þr_ᚦᚱ.png,,19,þr,ᚦᚱ,2,synth,val
syn_000020_Rjliuŋi_ᛉᛃᛚᛁᚢᛜᛁ.png,,20,Rjliuŋi,ᛉᛃᛚᛁᚢᛜᛁ,7,synth,train
syn_000020_ïeio_ᛇᛖᛁᛟ.png,,20,ïeio,ᛇᛖᛁᛟ,4,synth,train
syn_000020_ukbmpRjb_ᚢᚲᛒᛗᛈᛉᛃᛒ.png,,20,ukbmpRjb,ᚢᚲᛒᛗᛈᛉᛃᛒ,8,synth,train
syn_000021_alu_ᚨᛚᚢ.png,,21,alu,ᚨᛚᚢ,3,synth,test
syn_000021_duïdl_ᛞᚢᛇᛞᛚ.png,,21,duïdl,ᛞᚢᛇᛞᛚ,5,synth,train
syn_000021_tiwaR_ᛏᛁᚹᚨᛉ.png,,21,tiwaR,ᛏᛁᚹᚨᛉ,5,synth,test
syn_000022_duhimo_ᛞᚢᚺᛁᛗᛟ.png,,22,duhimo,ᛞᚢᚺᛁᛗᛟ,6,synth,train
syn_000022_nþwdow_ᚾᚦᚹᛞᛟᚹ.png,,22,nþwdow,ᚾᚦᚹᛞᛟᚹ,6,synth,train
syn_000022_udwaRi_ᚢᛞᚹᚨᛉᛁ.png,,22,udwaRi,ᚢᛞᚹᚨᛉᛁ,6,synth,train
syn_000023_alu_ᚨᛚᚢ.png,,23,alu,ᚨᛚᚢ,3,synth,test
syn_000023_nr_ᚾᚱ.png,,23,nr,ᚾᚱ,2,synth,train
syn_000023_wRgdj_ᚹᛉᚷᛞᛃ.png,,23,wRgdj,ᚹᛉᚷᛞᛃ,5,synth,train
syn_000024_iRikapr_ᛁᛉᛁᚲᚨᛈᚱ.png,,24,iRikapr,ᛁᛉᛁᚲᚨᛈᚱ,7,synth,train
syn_000024_raookfsep_ᚱᚨᛟᛟᚲᚠᛊᛖᛈ.png,,24,raookfsep,ᚱᚨᛟᛟᚲᚠᛊᛖᛈ,9,synth,train
syn_000024_ŋmgilssw_ᛜᛗᚷᛁᛚᛊᛊᚹ.png,,24,ŋmgilssw,ᛜᛗᚷᛁᛚᛊᛊᚹ,8,synth,train
syn_000025_ustwkka_ᚢᛊᛏᚹᚲᚲᚨ.png,,25,ustwkka,ᚢᛊᛏᚹᚲᚲᚨ,7,synth,train
syn_000025_wŋe_ᚹᛜᛖ.png,,25,wŋe,ᚹᛜᛖ,3,synth,train
syn_000025_ŋjŋs_ᛜᛃᛜᛊ.png,,25,ŋjŋs,ᛜᛃᛜᛊ,4,synth,train
syn_000026_Rbkïmka_ᛉᛒᚲᛇᛗᚲᚨ.png,,26,Rbkïmka,ᛉᛒᚲᛇᛗᚲᚨ,7,synth,train
syn_000026_ma_ᛗᚨ.png,,26,ma,ᛗᚨ,2,synth,train
syn_000026_þbiïglludl_ᚦᛒᛁᛇᚷᛚᛚᚢᛞᛚ.png,,26,þbiïglludl,ᚦᛒᛁᛇᚷᛚᛚᚢᛞᛚ,10,synth,train
syn_000027_dnfrnabtþp_ᛞᚾᚠᚱᚾᚨᛒᛏᚦᛈ.png,,27,dnfrnabtþp,ᛞᚾᚠᚱᚾᚨᛒᛏᚦᛈ,10,synth,train
syn_000027_eojkgh_ᛖᛟᛃᚲᚷᚺ.png,,27,eojkgh,ᛖᛟᛃᚲᚷᚺ,6,synth,test
syn_000027_þïhd_ᚦᛇᚺᛞ.png,,27,þïhd,ᚦᛇᚺᛞ,4,synth,train
syn_000028_fþwŋþnbRj_ᚠᚦᚹᛜᚦᚾᛒᛉᛃ.png,,28,fþwŋþnbRj,ᚠᚦᚹᛜᚦᚾᛒᛉᛃ,9,synth,train
syn_000028_hrg_ᚺᚱᚷ.png,,28,hrg,ᚺᚱᚷ,3,synth,train
syn_000028_uï_ᚢᛇ.png,,28,uï,ᚢᛇ,2,synth,train
syn_000029_gŋþptŋïiad_ᚷᛜᚦᛈᛏᛜᛇᛁᚨᛞ.png,,29,gŋþptŋïiad,ᚷᛜᚦᛈᛏᛜᛇᛁᚨᛞ,10,synth,train
syn_000029_olRs_ᛟᛚᛉᛊ.png,,29,olRs,ᛟᛚᛉᛊ,4,synth,train
syn_000029_pltn_ᛈᛚᛏᚾ.png,,29,pltn,ᛈᛚᛏᚾ,4,synth,train
syn_000030_agmoR_ᚨᚷᛗᛟᛉ.png,,30,agmoR,ᚨᚷᛗᛟᛉ,5,synth,test
syn_000030_mnoathons_ᛗᚾᛟᚨᛏᚺᛟᚾᛊ.png,,30,mnoathons,ᛗᚾᛟᚨᛏᚺᛟᚾᛊ,9,synth,train
syn_000030_ŋmlm_ᛜᛗᛚᛗ.png,,30,ŋmlm,ᛜᛗᛚᛗ,4,synth,train
syn_000031_bbelmbhdfj_ᛒᛒᛖᛚᛗᛒᚺᛞᚠᛃ.png,,31,bbelmbhdfj,ᛒᛒᛖᛚᛗᛒᚺᛞᚠᛃ,10,synth,train
syn_000031_bp_ᛒᛈ.png,,31,bp,ᛒᛈ,2,synth,train
syn_000031_tiwaR_ᛏᛁᚹᚨᛉ.png,,31,tiwaR,ᛏᛁᚹᚨᛉ,5,synth,test
syn_000032_ingwaR_ᛁᚾᚷᚹᚨᛉ.png,,32,ingwaR,ᛁᚾᚷᚹᚨᛉ,6,synth,train
syn_000032_jhïpou_ᛃᚺᛇᛈᛟᚢ.png,,32,jhïpou,ᛃᚺᛇᛈᛟᚢ,6,synth,train
syn_000032_mhïhfsowŋ_ᛗᚺᛇᚺᚠᛊᛟᚹᛜ.png,,32,mhïhfsowŋ,ᛗᚺᛇᚺᚠᛊᛟᚹᛜ,9,synth,train
syn_000033_RRiut_ᛉᛉᛁᚢᛏ.png,,33,RRiut,ᛉᛉᛁᚢᛏ,5,synth,train
syn_000033_lbfua_ᛚᛒᚠᚢᚨ.png,,33,lbfua,ᛚᛒᚠᚢᚨ,5,synth,val
syn_000033_lïbgŋeïe_ᛚᛇᛒᚷᛜᛖᛇᛖ.png,,33,lïbgŋeïe,ᛚᛇᛒᚷᛜᛖᛇᛖ,8,synth,train
syn_000034_ek_ᛖᚲ.png,,34,ek,ᛖᚲ,2,synth,train
syn_000034_np_ᚾᛈ.png,,34,np,ᚾᛈ,2,synth,train
syn_000034_pRdhlwŋkdþ_ᛈᛉᛞᚺᛚᚹᛜᚲᛞᚦ.png,,34,pRdhlwŋkdþ,ᛈᛉᛞᚺᛚᚹᛜᚲᛞᚦ,10,synth,train
syn_000035_aglŋþpob_ᚨᚷᛚᛜᚦᛈᛟᛒ.png,,35,aglŋþpob,ᚨᚷᛚᛜᚦᛈᛟᛒ,8,synth,val
syn_000035_laukáR_ᛚᚨᚢᚲᚨᛉ.png,,35,laukáR,ᛚᚨᚢᚲᚨᛉ,6,synth,train
syn_000035_rtdwuudïŋ_ᚱᛏᛞᚹᚢᚢᛞᛇᛜ.png,,35,rtdwuudïŋ,ᚱᛏᛞᚹᚢᚢᛞᛇᛜ,9,synth,train
syn_000036_ïRusfïh_ᛇᛉᚢᛊᚠᛇᚺ.png,,36,ïRusfïh,ᛇᛉᚢᛊᚠᛇᚺ,7,synth,test
syn_000036_nbRahnïïï_ᚾᛒᛉᚨᚺᚾᛇᛇᛇ.png,,36,nbRahnïïï,ᚾᛒᛉᚨᚺᚾᛇᛇᛇ,9,synth,train
syn_000036_þtk_ᚦᛏᚲ.png,,36,þtk,ᚦᛏᚲ,3,synth,train
syn_000037_Rtkþewg_ᛉᛏᚲᚦᛖᚹᚷ.png,,37,Rtkþewg,ᛉᛏᚲᚦᛖᚹᚷ,7,synth,train
syn_000037_oe_ᛟᛖ.png,,37,oe,ᛟᛖ,2,synth,train
syn_000038_laukáRj_ᛚᚨᚢᚲᚨᛉᛃ.png,,38,laukáRj,ᛚᚨᚢᚲᚨᛉᛃ,7,synth,train
syn_000039_lRiï_ᛚᛉᛁᛇ.png,,39,lRiï,ᛚᛉᛁᛇ,4,synth,train
syn_000040_ïfsþhij_ᛇᚠᛊᚦᚺᛁᛃ.png,,40,ïfsþhij,ᛇᚠᛊᚦᚺᛁᛃ,7,synth,train
syn_000040_ssm_ᛊᛊᛗ.png,,40,ssm,ᛊᛊᛗ,3,synth,train
syn_000040_tg_ᛏᚷ.png,,40,tg,ᛏᚷ,2,synth,train
syn_000041_alubjŋ_ᚨᛚᚢᛒᛃᛜ.png,,41,alubjŋ,ᚨᛚᚢᛒᛃᛜ,6,synth,train
syn_000041_laukáR_ᛚᚨᚢᚲᚨᛉ.png,,41,laukáR,ᛚᚨᚢᚲᚨᛉ,6,synth,train
syn_000041_okwgr_ᛟᚲᚹᚷᚱ.png,,41,okwgr,ᛟᚲᚹᚷᚱ,5,synth,train
syn_000042_ek_ᛖᚲ.png,,42,ek,ᛖᚲ,2,synth,train
syn_000042_mjs_ᛗᛃᛊ.png,,42,mjs,ᛗᛃᛊ,3,synth,train
syn_000042_tiwaRa_ᛏᛁᚹᚨᛉᚨ.png,,42,tiwaRa,ᛏᛁᚹᚨᛉᚨ,6,synth,train
syn_000043_laukáRut_ᛚᚨᚢᚲᚨᛉᚢᛏ.png,,43,laukáRut,ᛚᚨᚢᚲᚨᛉᚢᛏ,8,synth,test
syn_000043_pibljd_ᛈᛁᛒᛚᛃᛞ.png,,43,pibljd,ᛈᛁᛒᛚᛃᛞ,6,synth,train
syn_000043_pþhlp_ᛈᚦᚺᛚᛈ.png,,43,pþhlp,ᛈᚦᚺᛚᛈ,5,synth,train
syn_000044_auR_ᚨᚢᛉ.png,,44,auR,ᚨᚢᛉ,3,synth,train
syn_000044_fuþark_ᚠᚢᚦᚨᚱᚲ.png,,44,fuþark,ᚠᚢᚦᚨᚱᚲ,6,synth,train
syn_000044_grnhipo_ᚷᚱᚾᚺᛁᛈᛟ.png,,44,grnhipo,ᚷᚱᚾᚺᛁᛈᛟ,7,synth,test
syn_000045_htdeig_ᚺᛏᛞᛖᛁᚷ.png,,45,htdeig,ᚺᛏᛞᛖᛁᚷ,6,synth,train
syn_000045_laukáR_ᛚᚨᚢᚲᚨᛉ.png,,45,laukáR,ᛚᚨᚢᚲᚨᛉ,6,synth,train
syn_000045_lfkoþ_ᛚᚠᚲᛟᚦ.png,,45,lfkoþ,ᛚᚠᚲᛟᚦ,5,synth,train
syn_000046_eken_ᛖᚲᛖᚾ.png,,46,eken,ᛖᚲᛖᚾ,4,synth,test
syn_000046_ingwaR_ᛁᚾᚷᚹᚨᛉ.png,,46,ingwaR,ᛁᚾᚷᚹᚨᛉ,6,synth,train
syn_000046_pþŋ_ᛈᚦᛜ.png,,46,pþŋ,ᛈᚦᛜ,3,synth,train
syn_000047_boþeroþsbm_ᛒᛟᚦᛖᚱᛟᚦᛊᛒᛗ.png,,47,boþeroþsbm,ᛒᛟᚦᛖᚱᛟᚦᛊᛒᛗ,10,synth,train
syn_000047_tiwaRh_ᛏᛁᚹᚨᛉᚺ.png,,47,tiwaRh,ᛏᛁᚹᚨᛉᚺ,6,synth,train
syn_000047_tjgjŋko_ᛏᛃᚷᛃᛜᚲᛟ.png,,47,tjgjŋko,ᛏᛃᚷᛃᛜᚲᛟ,7,synth,train
syn_000048_alu_ᚨᛚᚢ.png,,48,alu,ᚨᛚᚢ,3,synth,test
syn_000048_djwRsn_ᛞᛃᚹᛉᛊᚾ.png,,48,djwRsn,ᛞᛃᚹᛉᛊᚾ,6,synth,train
syn_000048_mhhujwïofg_ᛗᚺᚺᚢᛃᚹᛇᛟᚠᚷ.png,,48,mhhujwïofg,ᛗᚺᚺᚢᛃᚹᛇᛟᚠᚷ,10,synth,train
syn_000049_efsolle_ᛖᚠᛊᛟᛚᛚᛖ.png,,49,efsolle,ᛖᚠᛊᛟᛚᛚᛖ,7,synth,train
syn_000049_pepnïiï_ᛈᛖᛈᚾᛇᛁᛇ.png,,49,pepnïiï,ᛈᛖᛈᚾᛇᛁᛇ,7,synth,train
syn_000049_trhefRlnl_ᛏᚱᚺᛖᚠᛉᛚᚾᛚ.png,,49,trhefRlnl,ᛏᚱᚺᛖᚠᛉᛚᚾᛚ,9,synth,train
syn_000050_iïhd_ᛁᛇᚺᛞ.png,,50,iïhd,ᛁᛇᚺᛞ,4,synth,train
syn_000050_nRsoŋjftþ_ᚾᛉᛊᛟᛜᛃᚠᛏᚦ.png,,50,nRsoŋjftþ,ᚾᛉᛊᛟᛜᛃᚠᛏᚦ,9,synth,train
syn_000051_plgeþ_ᛈᛚᚷᛖᚦ.png,,51,plgeþ,ᛈᛚᚷᛖᚦ,5,synth,train
syn_000051_tgojhsjRek_ᛏᚷᛟᛃᚺᛊᛃᛉᛖᚲ.png,,51,tgojhsjRek,ᛏᚷᛟᛃᚺᛊᛃᛉᛖᚲ,10,synth,train
syn_000051_wkuhmïlwRj_ᚹᚲᚢᚺᛗᛇᛚᚹᛉᛃ.png,,51,wkuhmïlwRj,ᚹᚲᚢᚺᛗᛇᛚᚹᛉᛃ,10,synth,train
syn_000052_ulfgg_ᚢᛚᚠᚷᚷ.png,,52,ulfgg,ᚢᛚᚠᚷᚷ,5,synth,test
syn_000052_umoo_ᚢᛗᛟᛟ.png,,52,umoo,ᚢᛗᛟᛟ,4,synth,train
syn_000053_ek_ᛖᚲ.png,,53,ek,ᛖᚲ,2,synth,train
syn_000053_mgoslmkjl_ᛗᚷᛟᛊᛚᛗᚲᛃᛚ.png,,53,mgoslmkjl,ᛗᚷᛟᛊᛚᛗᚲᛃᛚ,9,synth,train
syn_000053_tiwaRh_ᛏᛁᚹᚨᛉᚺ.png,,53,tiwaRh,ᛏᛁᚹᚨᛉᚺ,6,synth,train
syn_000054_ingwaRrn_ᛁᚾᚷᚹᚨᛉᚱᚾ.png,,54,ingwaRrn,ᛁᚾᚷᚹᚨᛉᚱᚾ,8,synth,train
syn_000054_sŋrrpdjth_ᛊᛜᚱᚱᛈᛞᛃᛏᚺ.png,,54,sŋrrpdjth,ᛊᛜᚱᚱᛈᛞᛃᛏᚺ,9,synth,train
syn_000054_uhbes_ᚢᚺᛒᛖᛊ.png,,54,uhbes,ᚢᚺᛒᛖᛊ,5,synth,train
syn_000055_hbnŋtp_ᚺᛒᚾᛜᛏᛈ.png,,55,hbnŋtp,ᚺᛒᚾᛜᛏᛈ,6,synth,test
syn_000055_psuapuud_ᛈᛊᚢᚨᛈᚢᚢᛞ.png,,55,psuapuud,ᛈᛊᚢᚨᛈᚢᚢᛞ,8,synth,train
syn_000055_wa_ᚹᚨ.png,,55,wa,ᚹᚨ,2,synth,train
syn_000056_fuþark_ᚠᚢᚦᚨᚱᚲ.png,,56,fuþark,ᚠᚢᚦᚨᚱᚲ,6,synth,train
syn_000056_lhwtkihsrŋ_ᛚᚺᚹᛏᚲᛁᚺᛊᚱᛜ.png,,56,lhwtkihsrŋ,ᛚᚺᚹᛏᚲᛁᚺᛊᚱᛜ,10,synth,train
syn_000056_ntijjp_ᚾᛏᛁᛃᛃᛈ.png,,56,ntijjp,ᚾᛏᛁᛃᛃᛈ,6,synth,train
syn_000057_ekoan_ᛖᚲᛟᚨᚾ.png,,57,ekoan,ᛖᚲᛟᚨᚾ,5,synth,train
syn_000057_fdaŋbodpu_ᚠᛞᚨᛜᛒᛟᛞᛈᚢ.png,,57,fdaŋbodpu,ᚠᛞᚨᛜᛒᛟᛞᛈᚢ,9,synth,train
syn_000057_wRdegummen_ᚹᛉᛞᛖᚷᚢᛗᛗᛖᚾ.png,,57,wRdegummen,ᚹᛉᛞᛖᚷᚢᛗᛗᛖᚾ,10,synth,train
syn_000058_ek_ᛖᚲ.png,,58,ek,ᛖᚲ,2,synth,train
syn_000058_tiwaR_ᛏᛁᚹᚨᛉ.png,,58,tiwaR,ᛏᛁᚹᚨᛉ,5,synth,test
syn_000058_tjdnuo_ᛏᛃᛞᚾᚢᛟ.png,,58,tjdnuo,ᛏᛃᛞᚾᚢᛟ,6,synth,train
syn_000059_bof_ᛒᛟᚠ.png,,59,bof,ᛒᛟᚠ,3,synth,train
syn_000059_rfaRþlh_ᚱᚠᚨᛉᚦᛚᚺ.png,,59,rfaRþlh,ᚱᚠᚨᛉᚦᛚᚺ,7,synth,train
syn_000059_tiwaR_ᛏᛁᚹᚨᛉ.png,,59,tiwaR,ᛏᛁᚹᚨᛉ,5,synth,test
syn_000060_alu_ᚨᛚᚢ.png,,60,alu,ᚨᛚᚢ,3,synth,test
syn_000060_deïbw_ᛞᛖᛇᛒᚹ.png,,60,deïbw,ᛞᛖᛇᛒᚹ,5,synth,train
syn_000060_rnphgsþgoo_ᚱᚾᛈᚺᚷᛊᚦᚷᛟᛟ.png,,60,rnphgsþgoo,ᚱᚾᛈᚺᚷᛊᚦᚷᛟᛟ,10,synth,train
syn_000061_gwtkffa_ᚷᚹᛏᚲᚠᚠᚨ.png,,61,gwtkffa,ᚷᚹᛏᚲᚠᚠᚨ,7,synth,train
syn_000061_inldbg_ᛁᚾᛚᛞᛒᚷ.png,,61,inldbg,ᛁᚾᛚᛞᛒᚷ,6,synth,train
syn_000061_ttorþ_ᛏᛏᛟᚱᚦ.png,,61,ttorþ,ᛏᛏᛟᚱᚦ,5,synth,train
syn_000062_ekï_ᛖᚲᛇ.png,,62,ekï,ᛖᚲᛇ,3,synth,test
syn_000062_esoadgri_ᛖᛊᛟᚨᛞᚷᚱᛁ.png,,62,esoadgri,ᛖᛊᛟᚨᛞᚷᚱᛁ,8,synth,train
syn_000062_orogbumkt_ᛟᚱᛟᚷᛒᚢᛗᚲᛏ.png,,62,orogbumkt,ᛟᚱᛟᚷᛒᚢᛗᚲᛏ,9,synth,train
syn_000063_alu_ᚨᛚᚢ.png,,63,alu,ᚨᛚᚢ,3,synth,test
syn_000063_fltŋ_ᚠᛚᛏᛜ.png,,63,fltŋ,ᚠᛚᛏᛜ,4,synth,train
syn_000063_ulkïtm_ᚢᛚᚲᛇᛏᛗ.png,,63,ulkïtm,ᚢᛚᚲᛇᛏᛗ,6,synth,train
syn_000064_alu_ᚨᛚᚢ.png,,64,alu,ᚨᛚᚢ,3,synth,test
syn_000064_ïlwbn_ᛇᛚᚹᛒᚾ.png,,64,ïlwbn,ᛇᛚᚹᛒᚾ,5,synth,train
syn_000064_tiwaR_ᛏᛁᚹᚨᛉ.png,,64,tiwaR,ᛏᛁᚹᚨᛉ,5,synth,test
syn_000065_dmfŋmwbþ_ᛞᛗᚠᛜᛗᚹᛒᚦ.png,,65,dmfŋmwbþ,ᛞᛗᚠᛜᛗᚹᛒᚦ,8,synth,train
syn_000065_fuþarkp_ᚠᚢᚦᚨᚱᚲᛈ.png,,65,fuþarkp,ᚠᚢᚦᚨᚱᚲᛈ,7,synth,train
syn_000065_laukáRklf_ᛚᚨᚢᚲᚨᛉᚲᛚᚠ.png,,65,laukáRklf,ᛚᚨᚢᚲᚨᛉᚲᛚᚠ,9,synth,train
syn_000066_fuþarkpþu_ᚠᚢᚦᚨᚱᚲᛈᚦᚢ.png,,66,fuþarkpþu,ᚠᚢᚦᚨᚱᚲᛈᚦᚢ,9,synth,train
syn_000066_gglbt_ᚷᚷᛚᛒᛏ.png,,66,gglbt,ᚷᚷᛚᛒᛏ,5,synth,train
syn_000066_odþ_ᛟᛞᚦ.png,,66,odþ,ᛟᛞᚦ,3,synth,test
syn_000067_fuþarktŋg_ᚠᚢᚦᚨᚱᚲᛏᛜᚷ.png,,67,fuþarktŋg,ᚠᚢᚦᚨᚱᚲᛏᛜᚷ,9,synth,train
syn_000067_gdho_ᚷᛞᚺᛟ.png,,67,gdho,ᚷᛞᚺᛟ,4,synth,train
syn_000067_ŋtg_ᛜᛏᚷ.png,,67,ŋtg,ᛜᛏᚷ,3,synth,train
syn_000068_dg_ᛞᚷ.png,,68,dg,ᛞᚷ,2,synth,train
